x1,x2,x3,x4,x5,x6,x7
8.0,5.0,0.8497030181195248,41.0,1.0,0.03336113427856547,3.2461897034721974e-7
6.0,3.0,0.6463391917444566,42.0,1.0,0.03419516263552961,3.758091372183617e-7
7.0,8.0,0.6821437690135267,43.0,1.0,0.03502919099249374,4.33520397567254e-7
2.0,6.0,0.5411039638901234,44.0,1.0,0.03586321934945788,4.983947715076497e-7
4.0,7.0,0.5911341131157188,45.0,1.0,0.03669724770642202,5.711196507401654e-7
5.0,3.0,0.8654838713789242,46.0,1.0,0.03753127606338615,6.524297802924358e-7
4.0,8.0,0.6275165537042725,47.0,1.0,0.03836530442035029,7.431092728661193e-7
5.0,4.0,0.5498202367662325,48.0,1.0,0.03919933277731443,8.439936551810889e-7
6.0,4.0,0.5312998503538688,49.0,1.0,0.040033361134278564,9.559719457096656e-7
8.0,6.0,0.998243546081614,50.0,1.0,0.0408673894912427,1.0799887631960905e-6
6.0,5.0,0.6682681382831442,51.0,1.0,0.041701417848206836,1.2170464653586844e-6
3.0,6.0,0.5884659210892558,52.0,1.0,0.042535446205170975,1.3682073171747874e-6
8.0,7.0,0.9565011412924326,53.0,1.0,0.043369474562135114,1.5345956881506028e-6
8.0,8.0,0.8174110128851879,54.0,1.0,0.04420350291909925,1.7174002779808588e-6
6.0,6.0,0.7425705820223425,55.0,1.0,0.045037531276063386,1.917876370005105e-6
7.0,9.0,0.6332879019152995,56.0,1.0,0.045871559633027525,2.137348111870393e-6
2.0,7.0,0.28255193767504727,57.0,1.0,0.04670558798999166,2.377210822811799e-6
4.0,9.0,0.4835620599203681,58.0,1.0,0.0475396163469558,2.638933326965402e-6
6.0,7.0,0.8073019133231014,59.0,1.0,0.04837364470391994,2.924060312129997e-6
7.0,10.0,0.7333623189213346,60.0,1.0,0.04920767306088407,3.2342147133966056e-6
2.0,8.0,0.46374220999285637,61.0,1.0,0.05004170141784821,3.5711001210671747e-6
1.0,5.0,0.04601795970409103,62.0,1.0,0.05087572977481234,3.936503212286176e-6
7.0,11.0,0.7990312969369775,63.0,1.0,0.05170975813177648,4.332296205811066e-6
1.0,6.0,0.4060650220449135,64.0,1.0,0.05254378648874062,4.760439339350395e-6
4.0,10.0,0.5304871812355951,65.0,1.0,0.05337781484570475,5.222983368900048e-6
5.0,5.0,0.7202843906130283,66.0,1.0,0.05421184320266889,5.72207208951105e-6
5.0,6.0,0.6164038397902656,67.0,1.0,0.05504587155963303,6.259944876924657e-6
3.0,7.0,0.4213100480196569,68.0,1.0,0.05587989991659716,6.838939249512687e-6
3.0,8.0,0.26750135446964546,69.0,1.0,0.0567139282735613,7.461493449962989e-6
8.0,9.0,0.9190388508077071,70.0,1.0,0.057547956630525435,8.130149046153729e-6
1.0,7.0,0.22237280467798948,71.0,1.0,0.058381984987489574,8.847553550660694e-6
0.0,6.0,0.4968626390213464,72.0,1.0,0.05921601334445371,9.61646305834582e-6
1.0,8.0,0.14368564149540294,73.0,1.0,0.060050041701417846,1.0439744901476293e-5
1.0,9.0,0.2047665302338068,74.0,1.0,0.060884070058381985,1.1320380321827019e-5
7.0,12.0,0.8047853465593456,75.0,1.0,0.061718098415346125,1.2261467159220607e-5
8.0,10.0,0.9651176581959093,76.0,1.0,0.06255212677231026,1.326622255596223e-5
3.0,9.0,0.28170398450016265,77.0,1.0,0.0633861551292744,1.4337985676628719e-5
2.0,9.0,0.16419741267874324,78.0,1.0,0.06422018348623854,1.5480220442673536e-5
8.0,11.0,0.7443342418480345,79.0,1.0,0.06505421184320268,1.6696518281311745e-5
6.0,8.0,0.7720638403011084,80.0,1.0,0.0658882402001668,1.7990600888152192e-5
6.0,9.0,0.6093098342352525,81.0,1.0,0.06672226855713094,1.9366323003044335e-5
3.0,10.0,0.26317873097948535,82.0,1.0,0.06755629691409508,2.0827675198613074e-5
1.0,10.0,0.1951882174828694,83.0,1.0,0.06839032527105922,2.2378786680953207e-5
1.0,11.0,0.0885120449224422,84.0,1.0,0.06922435362802336,2.402392810196102e-5
1.0,12.0,0.0983682069012302,85.0,1.0,0.07005838198498748,2.5767514382780737e-5
3.0,11.0,0.20920620362186224,86.0,1.0,0.07089241034195162,2.7614107547847137e-5
1.0,13.0,0.3143022599872785,87.0,1.0,0.07172643869891576,2.9568419569007062e-5
7.0,13.0,0.6924440728799833,88.0,1.0,0.0725604670558799,3.1635315219204916e-5
6.0,10.0,0.5415253765929314,89.0,1.0,0.07339449541284404,3.381981493522237e-5
6.0,11.0,0.593596173351592,90.0,1.0,0.07422852376980818,3.612709768895919e-5
7.0,14.0,0.7529059662343676,91.0,1.0,0.0750625521267723,3.856250386675077e-5
3.0,12.0,0.4032099544648877,92.0,1.0,0.07589658048373644,4.113153815621678e-5
6.0,12.0,0.7636415042576982,93.0,1.0,0.07673060884070058,4.3839872440136267e-5
4.0,11.0,0.46110735061735764,94.0,1.0,0.07756463719766472,4.669334869685236e-5
5.0,7.0,0.6427323547106807,95.0,1.0,0.07839866555462886,4.9697981906707495e-5
2.0,10.0,0.5184586988003992,96.0,1.0,0.07923269391159299,5.285996296401171e-5
6.0,13.0,0.8169606501103552,97.0,1.0,0.08006672226855713,5.618566159405435e-5
7.0,15.0,0.5729221236868004,98.0,1.0,0.08090075062552127,5.9681629274667124e-5
8.0,12.0,0.9519316772678709,99.0,1.0,0.0817347789824854,6.335460216184794e-5
8.0,13.0,0.9932759119460335,100.0,1.0,0.08256880733944955,6.721150401896521e-5
0.0,7.0,0.05799595682208712,101.0,1.0,0.08340283569641367,7.125944914905241e-5
7.0,16.0,0.843558749352689,102.0,1.0,0.08423686405337781,7.550574532971733e-5
0.0,8.0,0.10511643131889434,103.0,1.0,0.08507089241034195,7.995789675018461e-5
1.0,14.0,0.05800858530610357,104.0,1.0,0.08590492076730609,8.462360694999445e-5
8.0,14.0,0.8269350274281345,105.0,1.0,0.08673894912427023,8.951078175888561e-5
7.0,17.0,0.7686238416043972,106.0,1.0,0.08757297748123437,9.462753223739084e-5
1.0,15.0,0.15976178904286942,107.0,1.0,0.0884070058381985,9.99821776176728e-5
1.0,16.0,0.11995815565979857,108.0,1.0,0.08924103419516263,0.00010558324824413771
2.0,11.0,0.22905038655810914,109.0,1.0,0.09007506255212677,0.00011143948851335968
0.0,9.0,0.15925706221896246,110.0,1.0,0.09090909090909091,0.00011755985981285286
4.0,12.0,0.5027458070119627,111.0,1.0,0.09174311926605505,0.0001239535434582349
5.0,8.0,0.6481335772588548,112.0,1.0,0.09257714762301918,0.00013062994362831977
4.0,13.0,0.5244199392638108,113.0,1.0,0.09341117597998332,0.00013759869029769233
8.0,15.0,0.8164249166754669,114.0,1.0,0.09424520433694746,0.00014486964216630166
1.0,17.0,0.06081612117731855,115.0,1.0,0.0950792326939116,0.00015245288958563326
5.0,9.0,0.6665706511704035,116.0,1.0,0.09591326105087573,0.000160358757481005
0.0,10.0,0.05453141535667522,117.0,1.0,0.09674728940783987,0.00016859780826954614
5.0,10.0,0.706435736717035,118.0,1.0,0.097581317764804,0.0001771808447734136
3.0,13.0,0.1708282507800556,119.0,1.0,0.09841534612176814,0.00018611891312780195
5.0,11.0,0.6176171695473346,120.0,1.0,0.09924937447873228,0.00019542330568332342
3.0,14.0,0.31044610656460014,121.0,1.0,0.10008340283569642,0.00020510556390229316
5.0,12.0,0.23155340385967327,122.0,1.0,0.10091743119266056,0.0002151774812485242
3.0,15.0,0.3721623530548372,123.0,1.0,0.10175145954962468,0.00022565110607016258
0.0,11.0,0.09850932123732246,124.0,1.0,0.10258548790658882,0.00023653874447516834
7.0,18.0,0.7956679496289134,125.0,1.0,0.10341951626355296,0.0002478529631989832
8.0,16.0,0.8880323341580099,126.0,1.0,0.1042535446205171,0.00025960659246399405
8.0,17.0,0.9505691085057552,127.0,1.0,0.10508757297748124,0.0002718127288303402
5.0,13.0,0.5540684078906214,128.0,1.0,0.10592160133444536,0.00028448473803766527
0.0,12.0,0.015078888034090793,129.0,1.0,0.1067556296914095,0.0002976362578373923
3.0,16.0,0.37316325133466177,130.0,1.0,0.10758965804837364,0.0003112812008151014
6.0,14.0,0.4100242326736298,131.0,1.0,0.10842368640533778,0.0003254337572026026
6.0,15.0,0.6570846932099634,132.0,1.0,0.10925771476230192,0.00034010839767929617
3.0,17.0,0.1633510784914374,133.0,1.0,0.11009174311926606,0.000355319876162409
5.0,14.0,0.5876268059769214,134.0,1.0,0.11092577147623019,0.0003710832325857007
6.0,16.0,0.5842619954355824,135.0,1.0,0.11175979983319433,0.0003874137956662474
6.0,17.0,0.597398924783512,136.0,1.0,0.11259382819015847,0.0004043271856588875
3.0,18.0,0.15725425754968517,137.0,1.0,0.1134278565471226,0.000421839317097941
1.0,18.0,0.09300291662700737,138.0,1.0,0.11426188490408674,0.0004399664015258072
2.0,12.0,0.26791401514430047,139.0,1.0,0.11509591326105087,0.00045872495020804656
4.0,14.0,0.28786907360417435,140.0,1.0,0.11592994161801501,0.00047813177683455027
2.0,13.0,0.18306187312165037,141.0,1.0,0.11676396997497915,0.0004982040002064151
8.0,18.0,0.8802323143597434,142.0,1.0,0.11759799833194329,0.0005189590469081482
0.0,13.0,0.00714918256747068,143.0,1.0,0.11843202668890743,0.0005404146539647819
8.0,19.0,0.9826812884487518,144.0,1.0,0.11926605504587157,0.0005625888714835679
6.0,18.0,0.7967903836713875,145.0,1.0,0.12010008340283569,0.0005855000652798275
2.0,14.0,0.28016180583225203,146.0,1.0,0.12093411175979983,0.000609166919486617
1.0,19.0,0.17310022753276982,147.0,1.0,0.12176814011676397,0.0006336084391477887
6.0,19.0,0.86008222686873,148.0,1.0,0.12260216847372811,0.0006588439527941441
1.0,20.0,0.0934023305440284,149.0,1.0,0.12343619683069225,0.0006848931150022342
3.0,19.0,0.41662918914462316,150.0,1.0,0.12427022518765637,0.0007117759089354974
6.0,20.0,0.8378254844969576,151.0,1.0,0.12510425354462051,0.0007395126488673335
0.0,14.0,0.16681977261645722,152.0,1.0,0.12593828190158465,0.0007681239826857895
3.0,20.0,0.652801003448213,153.0,1.0,0.1267723102585488,0.0007976308943794463
4.0,15.0,0.6226331183802887,154.0,1.0,0.12760633861551293,0.0008280547065041984
6.0,21.0,0.8737718133853867,155.0,1.0,0.12844036697247707,0.0008594170826305472
8.0,20.0,0.8793696820430318,156.0,1.0,0.1292743953294412,0.000891740029771052
7.0,19.0,0.8941571706793308,157.0,1.0,0.13010842368640535,0.0009250459007875995
1.0,21.0,0.1465715710559187,158.0,1.0,0.13094245204336946,0.0009593573967781362
2.0,15.0,0.22004705211559364,159.0,1.0,0.1317764804003336,0.0009946975694425317
2.0,16.0,0.2187439198053211,160.0,1.0,0.13261050875729774,0.0010310898234272069
6.0,22.0,0.8144941431544386,161.0,1.0,0.13344453711426188,0.0010685579186481963
4.0,16.0,0.4936070371983845,162.0,1.0,0.13427856547122602,0.001107125972592337
1.0,22.0,0.45519743801228213,163.0,1.0,0.13511259382819016,0.0011468184625961846
5.0,15.0,0.7562389401784159,164.0,1.0,0.1359466221851543,0.0011876602281023663
4.0,17.0,0.4869597569651021,165.0,1.0,0.13678065054211844,0.0012296764728930523
8.0,21.0,0.9924879485228766,166.0,1.0,0.13761467889908258,0.0012728927673001896
4.0,18.0,0.6504337801296002,167.0,1.0,0.13844870725604672,0.0013173350503921303
1.0,23.0,0.1585763728700923,168.0,1.0,0.13928273561301086,0.0013630296321364636
8.0,22.0,0.9928833929502439,169.0,1.0,0.14011676396997497,0.0014100031955385692
3.0,21.0,0.2604611412960683,170.0,1.0,0.1409507923269391,0.0014582827987556894
8.0,23.0,0.9258072880708244,171.0,1.0,0.14178482068390325,0.0015078958771861364
8.0,24.0,0.9050331640132334,172.0,1.0,0.14261884904086738,0.0015588702455333642
8.0,25.0,0.9206223852826079,173.0,1.0,0.14345287739783152,0.0016112340998445612
7.0,20.0,0.8681201296165764,174.0,1.0,0.14428690575479566,0.001665016019523487
0.0,15.0,0.024166004267981735,175.0,1.0,0.1451209341117598,0.0017202449693171755
4.0,19.0,0.45456111051156206,176.0,1.0,0.14595496246872394,0.001776950301276315
4.0,20.0,0.4393962842198513,177.0,1.0,0.14678899082568808,0.0018351617566888766
4.0,21.0,0.5612500104174941,178.0,1.0,0.14762301918265222,0.0018949094679868031
5.0,16.0,0.8465986374278853,179.0,1.0,0.14845704753961636,0.001956223960625342
5.0,17.0,0.6698464412017681,180.0,1.0,0.14929107589658047,0.0020191361549348735
0.0,16.0,0.08091745975786416,181.0,1.0,0.1501251042535446,0.0020836773679448126
3.0,22.0,0.31813483499208134,182.0,1.0,0.15095913261050875,0.0021498793151792915
0.0,17.0,0.09727599238395193,183.0,1.0,0.1517931609674729,0.0022177741124245224
8.0,26.0,0.9159961417560964,184.0,1.0,0.15262718932443703,0.002287394277467259
6.0,23.0,0.7422553112029213,185.0,1.0,0.15346121768140117,0.0023587727318043553
8.0,27.0,0.7629066854837577,186.0,1.0,0.1542952460383653,0.0024319428023229124
1.0,24.0,0.09733849084476316,187.0,1.0,0.15512927439532945,0.002506938222950942
8.0,28.0,0.9074127280816128,188.0,1.0,0.1559633027522936,0.0025837931362780618
3.0,23.0,0.45484647522936916,189.0,1.0,0.15679733110925773,0.0026625420951461335
8.0,29.0,0.968262128419224,190.0,1.0,0.15763135946622187,0.00274322006420943
8.0,30.0,0.8383969769809732,191.0,1.0,0.15846538782318598,0.002825862421464189
8.0,31.0,0.9851662454251842,192.0,1.0,0.15929941618015012,0.002910504959747109
5.0,18.0,0.7080640737755264,193.0,1.0,0.16013344453711426,0.0029971838882027987
5.0,19.0,0.8824954421069818,194.0,1.0,0.1609674728940784,0.0030859358337195653
0.0,18.0,0.23391704745343533,195.0,1.0,0.16180150125104253,0.0031767978423336237
8.0,32.0,0.999640413805106,196.0,1.0,0.16263552960800667,0.0032698073806012194
7.0,21.0,0.6115719079293147,197.0,1.0,0.1634695579649708,0.0033650023369385623
5.0,20.0,0.8245171668682993,198.0,1.0,0.16430358632193495,0.003462421022929202
5.0,21.0,0.6649087076852542,199.0,1.0,0.1651376146788991,0.0035621021745987228
8.0,33.0,0.9592007112220147,200.0,1.0,0.16597164303586323,0.0036640849536563568
8.0,34.0,0.7857791166848873,201.0,1.0,0.16680567139282734,0.0037684089487034743
6.0,24.0,0.613927620577297,202.0,1.0,0.16763969974979148,0.00387511417640845
2.0,17.0,0.43512922227384493,203.0,1.0,0.16847372810675562,0.003984241082647869
3.0,24.0,0.424074390917462,204.0,1.0,0.16930775646371976,0.004095830543613838
2.0,18.0,0.43691265373233157,205.0,1.0,0.1701417848206839,0.004209923866886905
7.0,22.0,0.7999599723000294,206.0,1.0,0.17097581317764804,0.004326562792474769
5.0,22.0,0.4776660100046843,207.0,1.0,0.17180984153461218,0.004445789493816146
2.0,19.0,0.16142419199848773,208.0,1.0,0.17264386989157632,0.004567646578749815
7.0,23.0,0.7282801680351899,209.0,1.0,0.17347789824854046,0.00469217709044856
1.0,25.0,0.10773702186036445,210.0,1.0,0.1743119266055046,0.004819424508317722
1.0,26.0,0.15398628529136452,211.0,1.0,0.17514595496246874,0.004949432748858165
0.0,19.0,0.06371328812920873,212.0,1.0,0.17597998331943285,0.005082246166493523
8.0,35.0,0.8714419353209698,213.0,1.0,0.176814011676397,0.0052179095543614445
1.0,27.0,0.1055362497728906,214.0,1.0,0.17764804003336113,0.005356468145068455
5.0,23.0,0.5659726397521745,215.0,1.0,0.17848206839032527,0.005497967611408636
6.0,25.0,0.8906689696143193,216.0,1.0,0.1793160967472894,0.005642454067045436
7.0,24.0,0.9584280472273798,217.0,1.0,0.18015012510425354,0.005789974067156817
6.0,26.0,0.7966304366914579,218.0,1.0,0.18098415346121768,0.005940574609043215
6.0,27.0,0.7811141250651166,219.0,1.0,0.18181818181818182,0.0060943031326982896
4.0,22.0,0.37493981114632546,220.0,1.0,0.18265221017514596,0.006251207521342206
8.0,36.0,0.7266889753304467,221.0,1.0,0.1834862385321101,0.006411336101917288
2.0,20.0,0.03698562905330191,222.0,1.0,0.18432026688907424,0.006574737645545789
2.0,21.0,0.20488861642849587,223.0,1.0,0.18515429524603835,0.006741461367949625
2.0,22.0,0.25510837682605836,224.0,1.0,0.1859883236030025,0.006911556929831914
3.0,25.0,0.2751080539521544,225.0,1.0,0.18682235195996663,0.007085074437220006
7.0,25.0,0.8013226779612336,226.0,1.0,0.18765638031693077,0.0072620644417699
1.0,28.0,0.18665767672003641,227.0,1.0,0.1884904086738949,0.0074425779410320775
5.0,24.0,0.6038135450945035,228.0,1.0,0.18932443703085905,0.007626666378678042
2.0,23.0,0.43741456098501086,229.0,1.0,0.1901584653878232,0.007814381644687892
6.0,28.0,0.8038249592141901,230.0,1.0,0.19099249374478733,0.008005776075498617
8.0,37.0,0.8905583208522454,231.0,1.0,0.19182652210175147,0.00820090245411266
3.0,26.0,0.4613302123225383,232.0,1.0,0.1926605504587156,0.008399814010167074
4.0,23.0,0.6071233526572365,233.0,1.0,0.19349457881567975,0.008602564419962645
6.0,29.0,0.7881705263185593,234.0,1.0,0.19432860717264386,0.008809207806453008
2.0,24.0,0.03604369116282639,235.0,1.0,0.195162635529608,0.009019798739193688
5.0,25.0,0.4375783874491878,236.0,1.0,0.19599666388657214,0.009234392234250776
5.0,26.0,0.6369997245965053,237.0,1.0,0.19683069224353628,0.009453043754069025
7.0,26.0,0.8634509375352316,238.0,1.0,0.19766472060050042,0.009675809207299334
2.0,25.0,0.2693865774115286,239.0,1.0,0.19849874895746455,0.00990274494858536
7.0,27.0,0.8526019994361604,240.0,1.0,0.1993327773144287,0.010133907778309354
7.0,28.0,0.7279111184648208,241.0,1.0,0.20016680567139283,0.010369354942296662
6.0,30.0,0.8992289816459256,242.0,1.0,0.20100083402835697,0.010609144131479026
3.0,27.0,0.27075877402455045,243.0,1.0,0.2018348623853211,0.010853333481516524
2.0,26.0,0.20293294480762572,244.0,1.0,0.20266889074228525,0.011101981572378026
4.0,24.0,0.6255199923685916,245.0,1.0,0.20350291909924936,0.011355147427879594
0.0,20.0,0.08595133291101835,246.0,1.0,0.2043369474562135,0.011612890515181598
0.0,21.0,0.017697232294704376,247.0,1.0,0.20517097581317764,0.011875270744243318
7.0,29.0,0.9494248006757416,248.0,1.0,0.20600500417014178,0.0121423484672359
6.0,31.0,0.7290690572451247,249.0,1.0,0.20683903252710592,0.012414184477912753
2.0,27.0,0.43170576340850986,250.0,1.0,0.20767306088407006,0.012690840010937704
3.0,28.0,0.3529839656839202,251.0,1.0,0.2085070892410342,0.012972376741170686
5.0,27.0,0.33918304641568353,252.0,1.0,0.20934111759799834,0.01325885678291082
4.0,25.0,0.430385865869403,253.0,1.0,0.21017514595496248,0.0135503426890966
5.0,28.0,0.6590354391608264,254.0,1.0,0.21100917431192662,0.013846897450463535
5.0,29.0,0.7857494945767124,255.0,1.0,0.21184320266889073,0.014148584494658355
1.0,29.0,0.12955378022989966,256.0,1.0,0.21267723102585487,0.014455467685310685
1.0,30.0,0.18633413159616716,257.0,1.0,0.213511259382819,0.014767611321061044
4.0,26.0,0.48666257756771236,258.0,1.0,0.21434528773978315,0.0150850801345457
5.0,30.0,0.6968738581247073,259.0,1.0,0.2151793160967473,0.015407939291338291
4.0,27.0,0.548070944540903,260.0,1.0,0.21601334445371143,0.01573625438884766
4.0,28.0,0.45795100417589746,261.0,1.0,0.21684737281067556,0.016070091455172096
5.0,31.0,0.7141114868168978,262.0,1.0,0.2176814011676397,0.01640951694790991
2.0,28.0,0.26639083029515515,263.0,1.0,0.21851542952460384,0.016754597752926474
0.0,22.0,0.09963087356009531,264.0,1.0,0.21934945788156798,0.017105401183076543
5.0,32.0,0.6667949147106431,265.0,1.0,0.22018348623853212,0.01746199497688357
5.0,33.0,0.33519782015132055,266.0,1.0,0.22101751459549623,0.01782444729717402
2.0,29.0,0.15062061452951084,267.0,1.0,0.22185154295246037,0.018192826729668172
7.0,30.0,0.9039283937022007,268.0,1.0,0.2226855713094245,0.018567202281526144
0.0,23.0,0.0827240375560508,269.0,1.0,0.22351959966638865,0.018947643379849912
5.0,34.0,0.7291353593524708,270.0,1.0,0.2243536280233528,0.019334219870140595
5.0,35.0,0.6029831707825893,271.0,1.0,0.22518765638031693,0.019727002014711493
4.0,29.0,0.6505511857728465,272.0,1.0,0.22602168473728107,0.020126060491056377
5.0,36.0,0.4004882173146495,273.0,1.0,0.2268557130942452,0.02053146639017286
7.0,31.0,0.5627724995088865,274.0,1.0,0.22768974145120935,0.020943291214841557
6.0,32.0,0.5258786911429452,275.0,1.0,0.2285237698081735,0.021361606877860064
7.0,32.0,0.8261964693553052,276.0,1.0,0.22935779816513763,0.021786485700232047
5.0,37.0,0.45382099903422257,277.0,1.0,0.23019182652210174,0.022218000409311534
7.0,33.0,0.634385529915142,278.0,1.0,0.23102585487906588,0.02265622413690212
4.0,30.0,0.7402259965865541,279.0,1.0,0.23185988323603002,0.023101230417310912
2.0,30.0,0.30953565597993393,280.0,1.0,0.23269391159299416,0.023553093185357952
5.0,38.0,0.6712748942321018,281.0,1.0,0.2335279399499583,0.024011886774339637
4.0,31.0,0.22666502320709797,282.0,1.0,0.23436196830692244,0.024477685913947386
1.0,31.0,0.2983242738406723,283.0,1.0,0.23519599666388658,0.024950565728141066
7.0,34.0,0.6952169229598368,284.0,1.0,0.23603002502085071,0.02543060173297696
7.0,35.0,0.8893651851374249,285.0,1.0,0.23686405337781485,0.025917869834390074
8.0,38.0,0.9962599520152977,286.0,1.0,0.237698081734779,0.026412446325931618
7.0,36.0,0.779691069621078,287.0,1.0,0.23853211009174313,0.026914407886460393
1.0,32.0,0.12721176953501348,288.0,1.0,0.23936613844870724,0.027423831577789076
2.0,31.0,0.16381170008851212,289.0,1.0,0.24020016680567138,0.027940794842285063
0.0,24.0,0.1005795575305911,290.0,1.0,0.24103419516263552,0.028465375500425258
4.0,32.0,0.29603355473750376,291.0,1.0,0.24186822351959966,0.02899765174830548
1.0,33.0,0.3064718683984406,292.0,1.0,0.2427022518765638,0.029537702155104338
4.0,33.0,0.561019605015854,293.0,1.0,0.24353628023352794,0.030085605660501728
5.0,39.0,0.6245558333679356,294.0,1.0,0.24437030859049208,0.030641441572050756
7.0,37.0,0.6748494134606882,295.0,1.0,0.24520433694745622,0.031205289562504825
1.0,34.0,0.07031340132681141,296.0,1.0,0.24603836530442036,0.03177722966709838
1.0,35.0,0.23681975029642896,297.0,1.0,0.2468723936613845,0.03235734228078269
5.0,40.0,0.7072801697171129,298.0,1.0,0.24770642201834864,0.03294570815541465
7.0,38.0,0.8953869393832816,299.0,1.0,0.24854045037531275,0.033542408396901244
1.0,36.0,0.13080133899381657,300.0,1.0,0.2493744787322769,0.03414752446229696
5.0,41.0,0.5232784144409294,301.0,1.0,0.25020850708924103,0.03476113815685609
3.0,29.0,0.5093707310807187,302.0,1.0,0.2510425354462052,0.03538333163103922
8.0,39.0,0.8668934529092497,303.0,1.0,0.2518765638031693,0.036014187377473916
0.0,25.0,0.024805539028739873,304.0,1.0,0.2527105921601334,0.036653788227868946
2.0,32.0,0.25642861082357576,305.0,1.0,0.2535446205170976,0.03730221734988386
2.0,33.0,0.5621771906817643,306.0,1.0,0.2543786488740617,0.03795955824395181
3.0,30.0,0.6302320626136522,307.0,1.0,0.25521267723102586,0.038625894740057024
5.0,42.0,0.3147904102413276,308.0,1.0,0.25604670558799,0.03930131099446628
7.0,39.0,0.6569451168575476,309.0,1.0,0.25688073394495414,0.03998589148641521
7.0,40.0,0.5238331419582587,310.0,1.0,0.25771476230191825,0.04067972101474762
1.0,37.0,0.1495891920820584,311.0,1.0,0.2585487906588824,0.04138288469451055
5.0,43.0,0.46228124416718724,312.0,1.0,0.25938281901584653,0.042095467953502386
7.0,41.0,0.6802860960767819,313.0,1.0,0.2602168473728107,0.042817556528776037
3.0,31.0,0.6329510576858517,314.0,1.0,0.2610508757297748,0.043549236463096434
1.0,38.0,0.09892528269078105,315.0,1.0,0.2618849040867389,0.044290594101351256
5.0,44.0,0.5386049660374304,316.0,1.0,0.2627189324437031,0.04504171608691804
4.0,34.0,0.4467642930955635,317.0,1.0,0.2635529608006672,0.04580268935798355
